brand,sku,product_name,section,subcategory,finish,source_image,new_image,new_filename
Danelectro,D59RBAR,Fifty Niner Baritone,Fretted Instruments,Specialty Guitars,Jade,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Fifty Niner Baritone Jade.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d59rbar_jade.png,danelectro_d59rbar_jade.png
Danelectro,DBSITAR,Baby Sitar,Fretted Instruments,Specialty Guitars,Aqua,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Baby Sitar Aqua.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_dbsitar_aqua.png,danelectro_dbsitar_aqua.png
Danelectro,DBSITAR,Baby Sitar,Fretted Instruments,Specialty Guitars,Red Crackle,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Baby Sitar Red Crackle.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_dbsitar_red-crackle.png,danelectro_dbsitar_red-crackle.png
Danelectro,DBSITAR,Baby Sitar,Fretted Instruments,Specialty Guitars,Sunburst,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Baby Sitar Sunburst.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_dbsitar_sunburst.png,danelectro_dbsitar_sunburst.png
Danelectro,COSITAR,Coral Sitar,Fretted Instruments,Specialty Guitars,Black Crackle,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Coral Sitar Black Crackle.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_cositar_black-crackle.png,danelectro_cositar_black-crackle.png
Danelectro,COSITAR,Coral Sitar,Fretted Instruments,Specialty Guitars,Red Crackle,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Coral Sitar Red Crackle.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_cositar_red-crackle.png,danelectro_cositar_red-crackle.png
Danelectro,COSITAR,Coral Sitar,Fretted Instruments,Specialty Guitars,White Crackle,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Specialty Guitars/Danelectro Coral Sitar White Crackle.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_cositar_white-crackle.png,danelectro_cositar_white-crackle.png
Danelectro,DLHBASS,Longhorn Bass,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Bass Black.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_dlhbass_black.png,danelectro_dlhbass_black.png
Danelectro,DLHBASS,Longhorn Bass,Fretted Instruments,Bass Guitars,Copperburst,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Bass Copperburst.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_dlhbass_copperburst.png,danelectro_dlhbass_copperburst.png
Danelectro,D56BASS-BLK,56 Single Cut Bass,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro ΓÇÿ56 Single Cut Bass Black.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d56bass-blk_black.png,danelectro_d56bass-blk_black.png
Danelectro,59SSB,59 DC Short Scale Bass,Fretted Instruments,Bass Guitars,Black Metalflake,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro ΓÇÿ59 DC Short Scale Bass Black Metalflake.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_59ssb_black-metalflake.png,danelectro_59ssb_black-metalflake.png
Danelectro,59SSB,59 DC Short Scale Bass,Fretted Instruments,Bass Guitars,Copper,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro ΓÇÿ59 DC Short Scale Bass Copper.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_59ssb_copper.png,danelectro_59ssb_copper.png
Danelectro,59SSB,59 DC Short Scale Bass,Fretted Instruments,Bass Guitars,Cream,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro ΓÇÿ59 DC Short Scale Bass Cream.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_59ssb_cream.png,danelectro_59ssb_cream.png
Danelectro,D59DCBASS,59 DC Long Scale Bass,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro ΓÇÿ59 DC Long Scale Bass Black.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d59dcbass_black.png,danelectro_d59dcbass_black.png
Danelectro,D59DCBASS,59 DC Long Scale Bass,Fretted Instruments,Bass Guitars,Copperburst,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro ΓÇÿ59 DC Long Scale Bass Copperburst.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d59dcbass_copperburst.png,danelectro_d59dcbass_copperburst.png
Danelectro,59RSSB-JADE,Fifty Niner Bass,Fretted Instruments,Bass Guitars,Jade,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Fifty Niner Bass Jade.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_59rssb-jade_jade.png,danelectro_59rssb-jade_jade.png
Danelectro,59RLSB-JADE,Fifty Niner Bass Lefty,Fretted Instruments,Bass Guitars,Jade,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Fifty Niner Bass Jade.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_59rlsb-jade_jade.png,danelectro_59rlsb-jade_jade.png
Danelectro,D58LHBLFT,Longhorn Bass Lefty,Fretted Instruments,Bass Guitars,Copperburst,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Bass Lefty Copperburst.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d58lhblft_copperburst.png,danelectro_d58lhblft_copperburst.png
Danelectro,D58LHB,Longhorn Semi-Hollow Bass,Fretted Instruments,Bass Guitars,Jade,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Semi-Hollow Bass Jade.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d58lhb_jade.png,danelectro_d58lhb_jade.png
Danelectro,D58LHB,Longhorn Semi-Hollow Bass,Fretted Instruments,Bass Guitars,Moonlight Delight,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Semi-Hollow Bass Moonlight Delight.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d58lhb_moonlight-delight.png,danelectro_d58lhb_moonlight-delight.png
Danelectro,D58LHB,Longhorn Semi-Hollow Bass,Fretted Instruments,Bass Guitars,Red,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Semi-Hollow Bass Red.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d58lhb_red.png,danelectro_d58lhb_red.png
Danelectro,D58LHB,Longhorn Semi-Hollow Bass,Fretted Instruments,Bass Guitars,White,/Users/lpdmusic/Documents/New project/catalog-prototype/images-source/DANELECTRO/Bass Guitars/Danelectro Longhorn Semi-Hollow Bass White.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/danelectro_d58lhb_white.png,danelectro_d58lhb_white.png
Aria,ARIA-151LIL,Lil’ Aria,Fretted Instruments,Acoustic Guitars,Orange Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 151_mtos.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-151lil_orange-sunburst.jpg,aria_aria-151lil_orange-sunburst.jpg
Aria,ARIA-151LIL,Lil’ Aria,Fretted Instruments,Acoustic Guitars,Tobacco Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 151_mtts.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-151lil_tobacco-sunburst.jpg,aria_aria-151lil_tobacco-sunburst.jpg
Aria,ARIA-151LIL,Lil’ Aria,Fretted Instruments,Acoustic Guitars,Natural,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 151_mtn.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-151lil_natural.jpg,aria_aria-151lil_natural.jpg
Aria,ARIA-151LIL,Lil’ Aria,Fretted Instruments,Acoustic Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria151_mtbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-151lil_black.jpg,aria_aria-151lil_black.jpg
Aria,ARIA-131UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 131up_strd.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131up_red.jpg,aria_aria-131up_red.jpg
Aria,ARIA-131UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 131up_stbl.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131up_blue.jpg,aria_aria-131up_blue.jpg
Aria,ARIA-131UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Green,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 131up_stgr.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131up_green.jpg,aria_aria-131up_green.jpg
Aria,ARIA-131UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria131up_stbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131up_black.jpg,aria_aria-131up_black.jpg
Aria,ARIA-101UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 101up_strd.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-101up_red.jpg,aria_aria-101up_red.jpg
Aria,ARIA-101UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Green,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 101up_stgr.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-101up_green.jpg,aria_aria-101up_green.jpg
Aria,ARIA-101UP,Urban Player Series,Fretted Instruments,Acoustic Guitars,Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 101up_stbl.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-101up_blue.jpg,aria_aria-101up_blue.jpg
Aria,ARIA-101DP,Delta Player Orchestra,Fretted Instruments,Acoustic Guitars,Muddy Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria111dp_mubr_201602.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-101dp_muddy-brown.jpg,aria_aria-101dp_muddy-brown.jpg
Aria,ARIA-111DP,Delta Player Dreadnought,Fretted Instruments,Acoustic Guitars,Muddy Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria111dp_mubr_201602.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-111dp_muddy-brown.jpg,aria_aria-111dp_muddy-brown.jpg
Aria,ARIA-111DP-L,DP Dreadnought Lefty,Fretted Instruments,Acoustic Guitars,Muddy Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria111dp_mubr_201602.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-111dp-l_muddy-brown.jpg,aria_aria-111dp-l_muddy-brown.jpg
Aria,ARIA-131DP,Delta Player Parlor,Fretted Instruments,Acoustic Guitars,Muddy Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria131dp_mubr_201602.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131dp_muddy-brown.jpg,aria_aria-131dp_muddy-brown.jpg
Aria,ARIA-111,V100 Dreadnought Lefty,Fretted Instruments,Acoustic Guitars,Cherry Burst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria111_mtcs_201512.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-111_cherry-burst.jpg,aria_aria-111_cherry-burst.jpg
Aria,ARIA-101,Vintage 100 Orchestra,Fretted Instruments,Acoustic Guitars,Tobacco Burst,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/aria/aria101_ts.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-101_tobacco-burst.png,aria_aria-101_tobacco-burst.png
Aria,ARIA-131,Vintage 100 Parlor,Fretted Instruments,Acoustic Guitars,Natural,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria131_mtn_201511.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131_natural.jpg,aria_aria-131_natural.jpg
Aria,A-35CE,Cutaway Electric,Fretted Instruments,Acoustic Guitars,Default,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/a35ce_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_a-35ce_default.png,aria_a-35ce_default.png
Aria,FEB-F2M,Electro Acoustic Medium Scale,Fretted Instruments,Acoustic Guitars,Stained Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/FEB Brown.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2m_stained-brown.jpeg,aria_feb-f2m_stained-brown.jpeg
Aria,FEB-F2M,Electro Acoustic Medium Scale,Fretted Instruments,Acoustic Guitars,Stained Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria FEBF2FL Blk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2m_stained-black.jpeg,aria_feb-f2m_stained-black.jpeg
Aria,FET-F2,Electro Acoustic Series,Fretted Instruments,Acoustic Guitars,Stained Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/fetf2_stbr_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_fet-f2_stained-brown.png,aria_fet-f2_stained-brown.png
Aria,FEB-F2/FL,Electro Acoustic Full Scale,Fretted Instruments,Acoustic Guitars,Stained Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/FEB Brown.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2-fl_stained-brown.jpeg,aria_feb-f2-fl_stained-brown.jpeg
Aria,FEB-F2/FL,Electro Acoustic Full Scale,Fretted Instruments,Acoustic Guitars,Stained Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria FEBF2FL Blk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2-fl_stained-black.jpeg,aria_feb-f2-fl_stained-black.jpeg
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_3ts_2016.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_3-tone-sunburst.jpg,aria-pro-ii_stg-003_3-tone-sunburst.jpg
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_bk_2016.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_black.jpg,aria-pro-ii_stg-003_black.jpg
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,Candy Apple Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_ca_2016.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_candy-apple-red.jpg,aria-pro-ii_stg-003_candy-apple-red.jpg
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,Metal Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_mbl_2016.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_metal-blue.jpg,aria-pro-ii_stg-003_metal-blue.jpg
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_wh_2016.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_white.jpg,aria-pro-ii_stg-003_white.jpg
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,Green,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria STG-003 SFGR_.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_green.png,aria-pro-ii_stg-003_green.png
Aria Pro II,STG-003,STG-003,Fretted Instruments,Electric Guitars,Sonic Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria STG-003 SNBL.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_sonic-blue.png,aria-pro-ii_stg-003_sonic-blue.png
Aria Pro II,STG-003-LEFTY,STG-003-Lefty,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_3ts_L_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003-lefty_3-tone-sunburst.png,aria-pro-ii_stg-003-lefty_3-tone-sunburst.png
Aria Pro II,STG-003-LEFTY,STG-003-Lefty,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_L_bk_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003-lefty_black.png,aria-pro-ii_stg-003-lefty_black.png
Aria Pro II,STG-003SPL,STG-003SPL,Fretted Instruments,Electric Guitars,Black/Maple Fingerboard,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_spl_bk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003spl_black-maple-fingerboard.jpg,aria-pro-ii_stg-003spl_black-maple-fingerboard.jpg
Aria Pro II,STG-003SPL,STG-003SPL,Fretted Instruments,Electric Guitars,Vintage White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_spl_vw.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003spl_vintage-white.jpg,aria-pro-ii_stg-003spl_vintage-white.jpg
Aria Pro II,STG-003SPL,STG-003SPL,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stg003_spl_3ts.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003spl_3-tone-sunburst.jpg,aria-pro-ii_stg-003spl_3-tone-sunburst.jpg
Aria Pro II,STG-MINI,STG-Mini,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stgmini_3ts_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-mini_3-tone-sunburst.png,aria-pro-ii_stg-mini_3-tone-sunburst.png
Aria Pro II,STG-MINI,STG-Mini,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stgmini_bk_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-mini_black.png,aria-pro-ii_stg-mini_black.png
Aria Pro II,STG-MINI,STG-Mini,Fretted Instruments,Electric Guitars,Kawaii Pink,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stgmini_kwpk_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-mini_kawaii-pink.png,aria-pro-ii_stg-mini_kawaii-pink.png
Aria Pro II,STG-62-VW,STG-62,Fretted Instruments,Electric Guitars,Vintage White,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/stg62_vw.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-62-vw_vintage-white.jpg,aria-pro-ii_stg-62-vw_vintage-white.jpg
Aria Pro II,TEG-002M,TEG-002M,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/TEG-002_3TS_front_Aria.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_3-tone-sunburst.png,aria-pro-ii_teg-002m_3-tone-sunburst.png
Aria Pro II,TEG-002M,TEG-002M,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/TEG-002_BK_front_Aria.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_black.png,aria-pro-ii_teg-002m_black.png
Aria Pro II,TEG-002M,TEG-002M,Fretted Instruments,Electric Guitars,Ivory,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/TEG-002_IV_front_Aria.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_ivory.png,aria-pro-ii_teg-002m_ivory.png
Aria Pro II,TEG-002M,TEG-002M,Fretted Instruments,Electric Guitars,Black w/ Red Tortoise Pickguard,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria teg002_ttbk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_black-w-red-tortoise-pickguard.jpeg,aria-pro-ii_teg-002m_black-w-red-tortoise-pickguard.jpeg
Aria Pro II,TEG-002M,TEG-002M,Fretted Instruments,Electric Guitars,Candy Apple Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/TEG-002_CA_front_Aria.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_candy-apple-red.png,aria-pro-ii_teg-002m_candy-apple-red.png
Aria Pro II,TEG-TL,TEG-TL,Fretted Instruments,Electric Guitars,Natural,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria-615.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-tl_natural.png,aria-pro-ii_teg-tl_natural.png
Aria Pro II,TEG-TL,TEG-TL,Fretted Instruments,Electric Guitars,Metallic Ice Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/615tl_mib_full.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-tl_metallic-ice-blue.png,aria-pro-ii_teg-tl_metallic-ice-blue.png
Aria Pro II,TEG-TL,TEG-TL,Fretted Instruments,Electric Guitars,White with Tortoise Shell Pickguard,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/TEG-TL-white_w__tortoise_shell_pickguard.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-tl_white-with-tortoise-shell-pickguard.png,aria-pro-ii_teg-tl_white-with-tortoise-shell-pickguard.png
